category,id,geojson_file,source,year,description,display_name,state,label
city,nandgaon,cities/nandgaon.geojson,SBM/ramSeraph,,"","Nandgaon","Uttar Pradesh","Wards"
city,nandgaon_khandeshwer,cities/nandgaon_khandeshwer.geojson,SBM/ramSeraph,,"","Nandgaon Khandeshwer","Maharashtra","Wards"
city,nandigama,cities/nandigama.geojson,SBM/ramSeraph,,"","Nandigama","Andhra Pradesh","Wards"
city,nandikonda,cities/nandikonda.geojson,SBM/ramSeraph,,"","Nandikonda","Telangana","Wards"
city,nandikotkur,cities/nandikotkur.geojson,SBM/ramSeraph,,"","Nandikotkur","Andhra Pradesh","Wards"
city,nandura,cities/nandura.geojson,SBM/ramSeraph,,"","Nandura","Maharashtra","Wards"
city,nandurbar,cities/nandurbar.geojson,SBM/ramSeraph,,"","Nandurbar","Maharashtra","Wards"
city,nandyal,cities/nandyal.geojson,SBM/ramSeraph,,"","Nandyal","Andhra Pradesh","Wards"
city,nangal,cities/nangal.geojson,SBM/ramSeraph,,"","Nangal","Punjab","Wards"
city,nangal_chaudhary,cities/nangal_chaudhary.geojson,SBM/ramSeraph,,"","Nangal Chaudhary","Haryana","Wards"
city,nanjangud,cities/nanjangud.geojson,SBM/ramSeraph,,"","Nanjangud","Karnataka","Wards"
city,nanpara,cities/nanpara.geojson,SBM/ramSeraph,,"","Nanpara","Uttar Pradesh","Wards"
city,naragunda,cities/naragunda.geojson,SBM/ramSeraph,,"","Naragunda","Karnataka","Wards"
city,naraingarh,cities/naraingarh.geojson,SBM/ramSeraph,,"","Naraingarh","Haryana","Wards"
city,narasapur,cities/narasapur.geojson,SBM/ramSeraph,,"","Narasapur","Andhra Pradesh","Wards"
city,narasaraopet,cities/narasaraopet.geojson,SBM/ramSeraph,,"","Narasaraopet","Andhra Pradesh","Wards"
city,narasimharajapura,cities/narasimharajapura.geojson,SBM/ramSeraph,,"","Narasimharajapura","Karnataka","Wards"
city,narasingapuram,cities/narasingapuram.geojson,SBM/ramSeraph,,"","Narasingapuram","Tamil Nadu","Wards"
city,narauli,cities/narauli.geojson,SBM/ramSeraph,,"","Narauli","Uttar Pradesh","Wards"
city,naraura,cities/naraura.geojson,SBM/ramSeraph,,"","Naraura","Uttar Pradesh","Wards"
city,narayangarh,cities/narayangarh.geojson,SBM/ramSeraph,,"","Narayangarh","Madhya Pradesh","Wards"
city,narayankhed,cities/narayankhed.geojson,SBM/ramSeraph,,"","Narayankhed","Telangana","Wards"
city,narayanpur,cities/narayanpur.geojson,SBM/ramSeraph,,"","Narayanpur","Chhattisgarh","Wards"
city,naregal,cities/naregal.geojson,SBM/ramSeraph,,"","Naregal","Karnataka","Wards"
city,narharpur,cities/narharpur.geojson,SBM/ramSeraph,,"","Narharpur","Chhattisgarh","Wards"
city,narkhed,cities/narkhed.geojson,SBM/ramSeraph,,"","Narkhed","Maharashtra","Wards"
city,narnaul,cities/narnaul.geojson,SBM/ramSeraph,,"","Narnaul","Haryana","Wards"
city,narot_jaimal_singh,cities/narot_jaimal_singh.geojson,SBM/ramSeraph,,"","Narot Jaimal Singh","Punjab","Wards"
city,narsampet,cities/narsampet.geojson,SBM/ramSeraph,,"","Narsampet","Telangana","Wards"
city,narsapur,cities/narsapur.geojson,SBM/ramSeraph,,"","Narsapur","Telangana","Wards"
city,narsipatnam,cities/narsipatnam.geojson,SBM/ramSeraph,,"","Narsipatnam","Andhra Pradesh","Wards"
city,narwana,cities/narwana.geojson,SBM/ramSeraph,,"","Narwana","Haryana","Wards"
city,narwar,cities/narwar.geojson,SBM/ramSeraph,,"","Narwar","Madhya Pradesh","Wards"
city,nashik,cities/nashik.geojson,SBM/ramSeraph,,"","Nashik","Maharashtra","Wards"
city,nasirabad,cities/nasirabad.geojson,SBM/ramSeraph,,"","Nasirabad","Rajasthan","Wards"
city,nasrullaganj,cities/nasrullaganj.geojson,SBM/ramSeraph,,"","Nasrullaganj","Madhya Pradesh","Wards"
city,natepute,cities/natepute.geojson,SBM/ramSeraph,,"","Natepute","Maharashtra","Wards"
city,nathana,cities/nathana.geojson,SBM/ramSeraph,,"","Nathana","Punjab","Wards"
city,nathdwara,cities/nathdwara.geojson,SBM/ramSeraph,,"","Nathdwara","Rajasthan","Wards"
city,naugachhia,cities/naugachhia.geojson,SBM/ramSeraph,,"","Naugachhia","Bihar","Wards"
city,nautanwa,cities/nautanwa.geojson,SBM/ramSeraph,,"","Nautanwa","Uttar Pradesh","Wards"
city,navalgund,cities/navalgund.geojson,SBM/ramSeraph,,"","Navalgund","Karnataka","Wards"
city,navapur,cities/navapur.geojson,SBM/ramSeraph,,"","Navapur","Maharashtra","Wards"
city,navi_mumbai,cities/navi_mumbai.geojson,SBM/ramSeraph,,"","Navi Mumbai","Maharashtra","Wards"
city,navsari,cities/navsari.geojson,SBM/ramSeraph,,"","Navsari","Gujarat","Wards"
city,nawabganj,cities/nawabganj.geojson,SBM/ramSeraph,,"","Nawabganj","Uttar Pradesh","Wards"
city,nawabganj_b,cities/nawabganj_b.geojson,SBM/ramSeraph,,"","Nawabganj_B","Uttar Pradesh","Wards"
city,nawada,cities/nawada.geojson,SBM/ramSeraph,,"","Nawada","Bihar","Wards"
city,nawagarh,cities/nawagarh.geojson,SBM/ramSeraph,,"","Nawagarh","Chhattisgarh","Wards"
city,nawalgarh,cities/nawalgarh.geojson,SBM/ramSeraph,,"","Nawalgarh","Rajasthan","Wards"
city,nawanshahr,cities/nawanshahr.geojson,SBM/ramSeraph,,"","Nawanshahr","Punjab","Wards"
city,naya_baradwar,cities/naya_baradwar.geojson,SBM/ramSeraph,,"","Naya Baradwar","Chhattisgarh","Wards"
city,naya_raipur,cities/naya_raipur.geojson,LivingAtlas/ramSeraph,,"","Naya Raipur","Chhattisgarh","Wards"
city,nayagaon_mp,cities/nayagaon_mp.geojson,SBM/ramSeraph,,"","Nayagaon","Madhya Pradesh","Wards"
city,nayagaon_pb,cities/nayagaon_pb.geojson,SBM/ramSeraph,,"","Nayagaon","Punjab","Wards"
city,nayagarh,cities/nayagarh.geojson,SBM/ramSeraph,,"","Nayagarh","Odisha","Wards"
city,neem_ka_thana,cities/neem_ka_thana.geojson,SBM/ramSeraph,,"","Neem Ka Thana","Rajasthan","Wards"
city,neemuch,cities/neemuch.geojson,SBM/ramSeraph,,"","Neemuch","Madhya Pradesh","Wards"
city,nehtaur,cities/nehtaur.geojson,SBM/ramSeraph,,"","Nehtaur","Uttar Pradesh","Wards"
city,nellikuppam,cities/nellikuppam.geojson,SBM/ramSeraph,,"","Nellikuppam","Tamil Nadu","Wards"
city,nellimarla,cities/nellimarla.geojson,SBM/ramSeraph,,"","Nellimarla","Andhra Pradesh","Wards"
city,nelliyalam,cities/nelliyalam.geojson,SBM/ramSeraph,,"","Nelliyalam","Tamil Nadu","Wards"
city,nellore,cities/nellore.geojson,SBM/ramSeraph,,"","Nellore","Andhra Pradesh","Wards"
city,nemawar,cities/nemawar.geojson,SBM/ramSeraph,,"","Nemawar","Madhya Pradesh","Wards"
city,nepanagar,cities/nepanagar.geojson,SBM/ramSeraph,,"","Nepanagar","Madhya Pradesh","Wards"
city,neredcherla,cities/neredcherla.geojson,SBM/ramSeraph,,"","Neredcherla","Telangana","Wards"
city,new_delhi,cities/new_delhi.geojson,SBM/ramSeraph,,"","New Delhi","Delhi","Wards"
city,new_ramnagar,cities/new_ramnagar.geojson,SBM/ramSeraph,,"","New Ramnagar","Madhya Pradesh","Wards"
city,newasa,cities/newasa.geojson,SBM/ramSeraph,,"","Newasa","Maharashtra","Wards"
city,newton_chikhali,cities/newton_chikhali.geojson,SBM/ramSeraph,,"","Newton Chikhali","Madhya Pradesh","Wards"
city,neyyattinkara,cities/neyyattinkara.geojson,SBM/ramSeraph,,"","Neyyattinkara","Kerala","Wards"
city,nichlaul,cities/nichlaul.geojson,SBM/ramSeraph,,"","Nichlaul","Uttar Pradesh","Wards"
city,nidadavole,cities/nidadavole.geojson,SBM/ramSeraph,,"","Nidadavole","Andhra Pradesh","Wards"
city,nidagundi,cities/nidagundi.geojson,SBM/ramSeraph,,"","Nidagundi","Karnataka","Wards"
city,nighasan,cities/nighasan.geojson,SBM/ramSeraph,,"","Nighasan","Uttar Pradesh","Wards"
city,nihal_singh_wala,cities/nihal_singh_wala.geojson,SBM/ramSeraph,,"","Nihal Singh Wala","Punjab","Wards"
city,nilagiri,cities/nilagiri.geojson,SBM/ramSeraph,,"","Nilagiri","Odisha","Wards"
city,nilambur,cities/nilambur.geojson,SBM/ramSeraph,,"","Nilambur","Kerala","Wards"
city,nilanga,cities/nilanga.geojson,SBM/ramSeraph,,"","Nilanga","Maharashtra","Wards"
city,nilokheri,cities/nilokheri.geojson,SBM/ramSeraph,,"","Nilokheri","Haryana","Wards"
city,nimapara,cities/nimapara.geojson,SBM/ramSeraph,,"","Nimapara","Odisha","Wards"
city,nimbahera,cities/nimbahera.geojson,SBM/ramSeraph,,"","Nimbahera","Rajasthan","Wards"
city,nipani,cities/nipani.geojson,SBM/ramSeraph,,"","Nipani","Karnataka","Wards"
city,niphad,cities/niphad.geojson,SBM/ramSeraph,,"","Niphad","Maharashtra","Wards"
city,nissing,cities/nissing.geojson,SBM/ramSeraph,,"","Nissing","Haryana","Wards"
city,niwai,cities/niwai.geojson,SBM/ramSeraph,,"","Niwai","Rajasthan","Wards"
city,niwari,cities/niwari.geojson,SBM/ramSeraph,,"","Niwari","Uttar Pradesh","Wards"
city,nizamabad,cities/nizamabad.geojson,SBM/ramSeraph,,"","Nizamabad","Telangana","Wards"
city,nizampet,cities/nizampet.geojson,SBM/ramSeraph,,"","Nizampet","Telangana","Wards"
city,nohar,cities/nohar.geojson,SBM/ramSeraph,,"","Nohar","Rajasthan","Wards"
city,noida,cities/noida.geojson,SBM/ramSeraph,,"","Noida","Uttar Pradesh","Wards"
city,nokha,cities/nokha.geojson,SBM/ramSeraph,,"","Nokha","Rajasthan","Wards"
city,noorpur,cities/noorpur.geojson,SBM/ramSeraph,,"","Noorpur","Uttar Pradesh","Wards"
city,north_dum_dum,cities/north_dum_dum.geojson,WB_AMRUT/ramSeraph,,"","North Dum Dum","West Bengal","Wards"
city,north_lakhimpur,cities/north_lakhimpur.geojson,SBM/ramSeraph,,"","North Lakhimpur","Assam","Wards"
city,nowrozabad,cities/nowrozabad.geojson,SBM/ramSeraph,,"","Nowrozabad","Madhya Pradesh","Wards"
city,nowshehra,cities/nowshehra.geojson,SBM/ramSeraph,,"","Nowshehra","Jammu & Kashmir","Wards"
city,np_amraudha,cities/np_amraudha.geojson,SBM/ramSeraph,,"","Np Amraudha","Uttar Pradesh","Wards"
city,np_anand_nagar,cities/np_anand_nagar.geojson,SBM/ramSeraph,,"","Np Anand Nagar","Uttar Pradesh","Wards"
city,np_baberu,cities/np_baberu.geojson,SBM/ramSeraph,,"","Np Baberu","Uttar Pradesh","Wards"
city,np_bansgaon,cities/np_bansgaon.geojson,SBM/ramSeraph,,"","Np Bansgaon","Uttar Pradesh","Wards"
city,np_barhalganj,cities/np_barhalganj.geojson,SBM/ramSeraph,,"","Np Barhalganj","Uttar Pradesh","Wards"
city,np_bariyarpur,cities/np_bariyarpur.geojson,SBM/ramSeraph,,"","Np Bariyarpur","Uttar Pradesh","Wards"
city,np_barwar,cities/np_barwar.geojson,SBM/ramSeraph,,"","Np Barwar","Uttar Pradesh","Wards"
city,np_bhagwant_nagar,cities/np_bhagwant_nagar.geojson,SBM/ramSeraph,,"","Np Bhagwant Nagar","Uttar Pradesh","Wards"
city,np_bhatpar_rani,cities/np_bhatpar_rani.geojson,SBM/ramSeraph,,"","Np Bhatpar Rani","Uttar Pradesh","Wards"
city,np_bisanda_buzurg,cities/np_bisanda_buzurg.geojson,SBM/ramSeraph,,"","Np Bisanda Buzurg","Uttar Pradesh","Wards"
city,np_chaumukha,cities/np_chaumukha.geojson,SBM/ramSeraph,,"","Np Chaumukha","Uttar Pradesh","Wards"
city,np_chharra_rafatpur,cities/np_chharra_rafatpur.geojson,SBM/ramSeraph,,"","Np Chharra Rafatpur","Uttar Pradesh","Wards"
city,np_chopan,cities/np_chopan.geojson,SBM/ramSeraph,,"","Np Chopan","Uttar Pradesh","Wards"
city,np_derapur,cities/np_derapur.geojson,SBM/ramSeraph,,"","Np Derapur","Uttar Pradesh","Wards"
city,np_dudhi,cities/np_dudhi.geojson,SBM/ramSeraph,,"","Np Dudhi","Uttar Pradesh","Wards"
city,np_erich,cities/np_erich.geojson,SBM/ramSeraph,,"","Np Erich","Uttar Pradesh","Wards"
city,np_fatehpur_chaurasi,cities/np_fatehpur_chaurasi.geojson,SBM/ramSeraph,,"","Np Fatehpur Chaurasi","Uttar Pradesh","Wards"
city,np_ganjmuradabad,cities/np_ganjmuradabad.geojson,SBM/ramSeraph,,"","Np Ganjmuradabad","Uttar Pradesh","Wards"
city,np_garautha,cities/np_garautha.geojson,SBM/ramSeraph,,"","Np Garautha","Uttar Pradesh","Wards"
city,np_gauri_bazar,cities/np_gauri_bazar.geojson,SBM/ramSeraph,,"","Np Gauri Bazar","Uttar Pradesh","Wards"
city,np_gulariya_bhindara,cities/np_gulariya_bhindara.geojson,SBM/ramSeraph,,"","Np Gulariya Bhindara","Uttar Pradesh","Wards"
city,np_haidrabad,cities/np_haidrabad.geojson,SBM/ramSeraph,,"","Np Haidrabad","Uttar Pradesh","Wards"
city,np_harra,cities/np_harra.geojson,SBM/ramSeraph,,"","Np Harra","Uttar Pradesh","Wards"
city,np_itaunja,cities/np_itaunja.geojson,SBM/ramSeraph,,"","Np Itaunja","Uttar Pradesh","Wards"
city,np_kadaura,cities/np_kadaura.geojson,SBM/ramSeraph,,"","Np Kadaura","Uttar Pradesh","Wards"
city,np_karnawal,cities/np_karnawal.geojson,SBM/ramSeraph,,"","Np Karnawal","Uttar Pradesh","Wards"
city,np_katera,cities/np_katera.geojson,SBM/ramSeraph,,"","Np Katera","Uttar Pradesh","Wards"
city,np_khimsepur,cities/np_khimsepur.geojson,SBM/ramSeraph,,"","Np Khimsepur","Uttar Pradesh","Wards"
city,np_khiwai,cities/np_khiwai.geojson,SBM/ramSeraph,,"","Np Khiwai","Uttar Pradesh","Wards"
city,np_kotra,cities/np_kotra.geojson,SBM/ramSeraph,,"","Np Kotra","Uttar Pradesh","Wards"
city,np_kuraoali,cities/np_kuraoali.geojson,SBM/ramSeraph,,"","Np Kuraoali","Uttar Pradesh","Wards"
city,np_kurara,cities/np_kurara.geojson,SBM/ramSeraph,,"","Np Kurara","Uttar Pradesh","Wards"
city,np_kursath,cities/np_kursath.geojson,SBM/ramSeraph,,"","Np Kursath","Uttar Pradesh","Wards"
city,np_lawar,cities/np_lawar.geojson,SBM/ramSeraph,,"","Np Lawar","Uttar Pradesh","Wards"
city,np_madhogarh,cities/np_madhogarh.geojson,SBM/ramSeraph,,"","Np Madhogarh","Uttar Pradesh","Wards"
city,np_maghar,cities/np_maghar.geojson,SBM/ramSeraph,,"","Np Maghar","Uttar Pradesh","Wards"
city,np_manikpur_sarhat,cities/np_manikpur_sarhat.geojson,SBM/ramSeraph,,"","Np Manikpur Sarhat","Uttar Pradesh","Wards"
city,np_mankapur,cities/np_mankapur.geojson,SBM/ramSeraph,,"","Np Mankapur","Uttar Pradesh","Wards"
city,np_mataundh,cities/np_mataundh.geojson,SBM/ramSeraph,,"","Np Mataundh","Uttar Pradesh","Wards"
city,np_maurawan,cities/np_maurawan.geojson,SBM/ramSeraph,,"","Np Maurawan","Uttar Pradesh","Wards"
city,np_moth,cities/np_moth.geojson,SBM/ramSeraph,,"","Np Moth","Uttar Pradesh","Wards"
city,np_mundera_bazar,cities/np_mundera_bazar.geojson,SBM/ramSeraph,,"","Np Mundera Bazar","Uttar Pradesh","Wards"
city,np_nadigaon,cities/np_nadigaon.geojson,SBM/ramSeraph,,"","Np Nadigaon","Uttar Pradesh","Wards"
city,np_naraini,cities/np_naraini.geojson,SBM/ramSeraph,,"","Np Naraini","Uttar Pradesh","Wards"
city,np_nasirabad,cities/np_nasirabad.geojson,SBM/ramSeraph,,"","Np Nasirabad","Uttar Pradesh","Wards"
city,np_naugawan_sadat,cities/np_naugawan_sadat.geojson,SBM/ramSeraph,,"","Np Naugawan Sadat","Uttar Pradesh","Wards"
city,np_oran,cities/np_oran.geojson,SBM/ramSeraph,,"","Np Oran","Uttar Pradesh","Wards"
city,np_patti,cities/np_patti.geojson,SBM/ramSeraph,,"","Np Patti","Uttar Pradesh","Wards"
city,np_pipiganj,cities/np_pipiganj.geojson,SBM/ramSeraph,,"","Np Pipiganj","Uttar Pradesh","Wards"
city,np_pipraich,cities/np_pipraich.geojson,SBM/ramSeraph,,"","Np Pipraich","Uttar Pradesh","Wards"
city,np_purwa,cities/np_purwa.geojson,SBM/ramSeraph,,"","Np Purwa","Uttar Pradesh","Wards"
city,np_rampur_karkhana,cities/np_rampur_karkhana.geojson,SBM/ramSeraph,,"","Np Rampur Karkhana","Uttar Pradesh","Wards"
city,np_rampura,cities/np_rampura.geojson,SBM/ramSeraph,,"","Np Rampura","Uttar Pradesh","Wards"
city,np_ranipur,cities/np_ranipur.geojson,SBM/ramSeraph,,"","Np Ranipur","Uttar Pradesh","Wards"
city,np_rura,cities/np_rura.geojson,SBM/ramSeraph,,"","Np Rura","Uttar Pradesh","Wards"
city,np_sahjanwan,cities/np_sahjanwan.geojson,SBM/ramSeraph,,"","Np Sahjanwan","Uttar Pradesh","Wards"
city,np_salempur,cities/np_salempur.geojson,SBM/ramSeraph,,"","Np Salempur","Uttar Pradesh","Wards"
city,np_sikandra,cities/np_sikandra.geojson,SBM/ramSeraph,,"","Np Sikandra","Uttar Pradesh","Wards"
city,np_sumerpur,cities/np_sumerpur.geojson,SBM/ramSeraph,,"","Np Sumerpur","Uttar Pradesh","Wards"
city,np_talbehat,cities/np_talbehat.geojson,SBM/ramSeraph,,"","Np Talbehat","Uttar Pradesh","Wards"
city,np_tindwari,cities/np_tindwari.geojson,SBM/ramSeraph,,"","Np Tindwari","Uttar Pradesh","Wards"
city,np_tondi_fatehpur,cities/np_tondi_fatehpur.geojson,SBM/ramSeraph,,"","Np Tondi Fatehpur","Uttar Pradesh","Wards"
city,np_ugu,cities/np_ugu.geojson,SBM/ramSeraph,,"","Np Ugu","Uttar Pradesh","Wards"
city,np_unwal,cities/np_unwal.geojson,SBM/ramSeraph,,"","Np Unwal","Uttar Pradesh","Wards"
city,npp_amroha,cities/npp_amroha.geojson,SBM/ramSeraph,,"","Npp Amroha","Uttar Pradesh","Wards"
city,npp_atarra,cities/npp_atarra.geojson,SBM/ramSeraph,,"","Npp Atarra","Uttar Pradesh","Wards"
city,npp_auraiya,cities/npp_auraiya.geojson,SBM/ramSeraph,,"","Npp Auraiya","Uttar Pradesh","Wards"
city,npp_balrampur,cities/npp_balrampur.geojson,SBM/ramSeraph,,"","Npp Balrampur","Uttar Pradesh","Wards"
city,npp_banda,cities/npp_banda.geojson,SBM/ramSeraph,,"","Npp Banda","Uttar Pradesh","Wards"
city,npp_chirgaon,cities/npp_chirgaon.geojson,SBM/ramSeraph,,"","Npp Chirgaon","Uttar Pradesh","Wards"
city,npp_colonelganj,cities/npp_colonelganj.geojson,SBM/ramSeraph,,"","Npp Colonelganj","Uttar Pradesh","Wards"
city,npp_dadri,cities/npp_dadri.geojson,SBM/ramSeraph,,"","Npp Dadri","Uttar Pradesh","Wards"
city,npp_deoria,cities/npp_deoria.geojson,SBM/ramSeraph,,"","Npp Deoria","Uttar Pradesh","Wards"
city,npp_etawah,cities/npp_etawah.geojson,SBM/ramSeraph,,"","Npp Etawah","Uttar Pradesh","Wards"
city,npp_gangaghat,cities/npp_gangaghat.geojson,SBM/ramSeraph,,"","Npp Gangaghat","Uttar Pradesh","Wards"
city,npp_gaura_barhaj,cities/npp_gaura_barhaj.geojson,SBM/ramSeraph,,"","Npp Gaura Barhaj","Uttar Pradesh","Wards"
city,npp_hapur,cities/npp_hapur.geojson,SBM/ramSeraph,,"","Npp Hapur","Uttar Pradesh","Wards"
city,npp_jalaun,cities/npp_jalaun.geojson,SBM/ramSeraph,,"","Npp Jalaun","Uttar Pradesh","Wards"
city,npp_kalpi,cities/npp_kalpi.geojson,SBM/ramSeraph,,"","Npp Kalpi","Uttar Pradesh","Wards"
city,npp_kannauj,cities/npp_kannauj.geojson,SBM/ramSeraph,,"","Npp Kannauj","Uttar Pradesh","Wards"
city,npp_khoda_makanpur,cities/npp_khoda_makanpur.geojson,SBM/ramSeraph,,"","Npp Khoda Makanpur","Uttar Pradesh","Wards"
city,npp_konch,cities/npp_konch.geojson,SBM/ramSeraph,,"","Npp Konch","Uttar Pradesh","Wards"
city,npp_pukhrayan,cities/npp_pukhrayan.geojson,SBM/ramSeraph,,"","Npp Pukhrayan","Uttar Pradesh","Wards"
city,npp_raebareli,cities/npp_raebareli.geojson,SBM/ramSeraph,,"","Npp Raebareli","Uttar Pradesh","Wards"
city,npp_shikarpur,cities/npp_shikarpur.geojson,SBM/ramSeraph,,"","Npp Shikarpur","Uttar Pradesh","Wards"
city,npp_siswa_bazar,cities/npp_siswa_bazar.geojson,SBM/ramSeraph,,"","Npp Siswa Bazar","Uttar Pradesh","Wards"
city,npp_tanda,cities/npp_tanda.geojson,SBM/ramSeraph,,"","Npp Tanda","Uttar Pradesh","Wards"
city,npp_unnao,cities/npp_unnao.geojson,SBM/ramSeraph,,"","Npp Unnao","Uttar Pradesh","Wards"
city,nprudrapur,cities/nprudrapur.geojson,SBM/ramSeraph,,"","Nprudrapur","Uttar Pradesh","Wards"
city,nuapada,cities/nuapada.geojson,SBM/ramSeraph,,"","Nuapada","Odisha","Wards"
city,nuh,cities/nuh.geojson,SBM/ramSeraph,,"","Nuh","Haryana","Wards"
city,nurmahal,cities/nurmahal.geojson,SBM/ramSeraph,,"","Nurmahal","Punjab","Wards"
city,nyoria_husainpur,cities/nyoria_husainpur.geojson,SBM/ramSeraph,,"","Nyoria Husainpur","Uttar Pradesh","Wards"
city,nyotini,cities/nyotini.geojson,SBM/ramSeraph,,"","Nyotini","Uttar Pradesh","Wards"
city,obra,cities/obra.geojson,SBM/ramSeraph,,"","Obra","Uttar Pradesh","Wards"
city,odagaon,cities/odagaon.geojson,SBM/ramSeraph,,"","Odagaon","Odisha","Wards"
city,oel_dhakwa,cities/oel_dhakwa.geojson,SBM/ramSeraph,,"","Oel Dhakwa","Uttar Pradesh","Wards"
city,omalur,cities/omalur.geojson,SBM/ramSeraph,,"","Omalur","Tamil Nadu","Wards"
city,omerga,cities/omerga.geojson,SBM/ramSeraph,,"","Omerga","Maharashtra","Wards"
city,ongole,cities/ongole.geojson,SBM/ramSeraph,,"","Ongole","Andhra Pradesh","Wards"
city,orai,cities/orai.geojson,SBM/ramSeraph,,"","Orai","Uttar Pradesh","Wards"
city,orathanadu,cities/orathanadu.geojson,SBM/ramSeraph,,"","Orathanadu","Tamil Nadu","Wards"
city,osmanabad,cities/osmanabad.geojson,SBM/ramSeraph,,"","Osmanabad","Maharashtra","Wards"
city,ottanchatram,cities/ottanchatram.geojson,SBM/ramSeraph,,"","Ottanchatram","Tamil Nadu","Wards"
city,ottapalam,cities/ottapalam.geojson,SBM/ramSeraph,,"","Ottapalam","Kerala","Wards"
city,oulgaret_ozhukarai,cities/oulgaret_ozhukarai.geojson,SBM/ramSeraph,,"","Oulgaret-Ozhukarai","Puducherry","Wards"
city,pachora,cities/pachora.geojson,SBM/ramSeraph,,"","Pachora","Maharashtra","Wards"
city,pachore,cities/pachore.geojson,SBM/ramSeraph,,"","Pachore","Madhya Pradesh","Wards"
city,pachperwa,cities/pachperwa.geojson,SBM/ramSeraph,,"","Pachperwa","Uttar Pradesh","Wards"
city,padmanabhapuram,cities/padmanabhapuram.geojson,SBM/ramSeraph,,"","Padmanabhapuram","Tamil Nadu","Wards"
city,padmapur,cities/padmapur.geojson,SBM/ramSeraph,,"","Padmapur","Odisha","Wards"
city,padrauna,cities/padrauna.geojson,SBM/ramSeraph,,"","Padrauna","Uttar Pradesh","Wards"
city,pahalgam,cities/pahalgam.geojson,SBM/ramSeraph,,"","Pahalgam","Jammu & Kashmir","Wards"
city,pahasu,cities/pahasu.geojson,SBM/ramSeraph,,"","Pahasu","Uttar Pradesh","Wards"
city,paintepur,cities/paintepur.geojson,SBM/ramSeraph,,"","Paintepur","Uttar Pradesh","Wards"
city,paithan,cities/paithan.geojson,SBM/ramSeraph,,"","Paithan","Maharashtra","Wards"
city,pakadia_naugawa,cities/pakadia_naugawa.geojson,SBM/ramSeraph,,"","Pakadia Naugawa","Uttar Pradesh","Wards"
city,pakaur,cities/pakaur.geojson,SBM/ramSeraph,,"","Pakaur","Jharkhand","Wards"
city,pakhanjur,cities/pakhanjur.geojson,SBM/ramSeraph,,"","Pakhanjur","Chhattisgarh","Wards"
city,palacole,cities/palacole.geojson,SBM/ramSeraph,,"","Palacole","Andhra Pradesh","Wards"
city,palai,cities/palai.geojson,SBM/ramSeraph,,"","Palai","Kerala","Wards"
city,palakkad,cities/palakkad.geojson,SBM/ramSeraph,,"","Palakkad","Kerala","Wards"
city,palakkodu,cities/palakkodu.geojson,SBM/ramSeraph,,"","Palakkodu","Tamil Nadu","Wards"
city,palakonda,cities/palakonda.geojson,SBM/ramSeraph,,"","Palakonda","Andhra Pradesh","Wards"
city,palam,cities/palam.geojson,SBM/ramSeraph,,"","Palam","Maharashtra","Wards"
city,palamaneru,cities/palamaneru.geojson,SBM/ramSeraph,,"","Palamaneru","Andhra Pradesh","Wards"
city,palampur,cities/palampur.geojson,SBM/ramSeraph,,"","Palampur","Himachal Pradesh","Wards"
city,palani,cities/palani.geojson,SBM/ramSeraph,,"","Palani","Tamil Nadu","Wards"
